date,batting_team,bowling_team,player_of_match,match_won_by,win_outcome,toss_winner,toss_decision,venue,city,day,month,year,season,superover_winner,result_type,method,event_match_no,stage,target_score,chased_score,tie_match,venue_home_team,is_home_win
2012-05-10,DEC,DC,DA Warner,DC,9 wickets,DEC,bat,rajiv gandhi international stadium,hyderabad,10,5,2012,2012,no super over,no super over,no super over,55,simple matches,188,193.0,0,SRH,0
2012-05-10,RR,CSK,BW Hilfenhaus,CSK,4 wickets,CSK,field,sawai mansingh stadium,jaipur,10,5,2012,2012,no super over,no super over,no super over,56,simple matches,127,127.0,0,RR,0
2012-05-11,RCB,PW,CH Gayle,RCB,35 runs,PW,field,maharashtra cricket association stadium,pune,11,5,2012,2012,no super over,no super over,no super over,57,simple matches,174,138.0,0,no super over,0
2012-05-12,MI,KKR,RG Sharma,MI,27 runs,MI,bat,eden gardens,kolkata,12,5,2012,2012,no super over,no super over,no super over,58,simple matches,183,155.0,0,KKR,0
2012-05-12,DC,CSK,BW Hilfenhaus,CSK,9 wickets,CSK,field,ma chidambaram stadium,chennai,12,5,2012,2012,no super over,no super over,no super over,59,simple matches,115,115.0,0,CSK,1
2012-05-13,RR,PW,A Chandila,RR,45 runs,RR,bat,sawai mansingh stadium,jaipur,13,5,2012,2012,no super over,no super over,no super over,60,simple matches,171,125.0,0,RR,1
2012-05-13,DEC,KXP,DJ Hussey,KXP,4 wickets,DEC,bat,punjab cricket association stadium,chandigarh,13,5,2012,2012,no super over,no super over,no super over,61,simple matches,191,194.0,0,KXP,1
2012-05-14,RCB,MI,AT Rayudu,MI,5 wickets,MI,field,m chinnaswamy stadium,bangalore,14,5,2012,2012,no super over,no super over,no super over,62,simple matches,172,173.0,0,RCB,0
2012-05-14,KKR,CSK,MEK Hussey,CSK,5 wickets,CSK,field,eden gardens,kolkata,14,5,2012,2012,no super over,no super over,no super over,63,simple matches,159,160.0,0,KKR,0
2012-05-15,KXP,DC,UT Yadav,DC,5 wickets,KXP,bat,arun jaitley stadium,delhi,15,5,2012,2012,no super over,no super over,no super over,64,simple matches,137,140.0,0,DC,1
2012-05-16,KKR,MI,SP Narine,KKR,32 runs,MI,field,wankhede stadium,mumbai,16,5,2012,2012,no super over,no super over,no super over,65,simple matches,141,108.0,0,MI,0
2012-05-17,CSK,KXP,AC Gilchrist,KXP,6 wickets,KXP,field,himachal pradesh cricket association stadium,dharamsala,17,5,2012,2012,no super over,no super over,no super over,66,simple matches,121,123.0,0,no super over,0
2012-05-17,RCB,DC,CH Gayle,RCB,21 runs,DC,field,arun jaitley stadium,delhi,17,5,2012,2012,no super over,no super over,no super over,67,simple matches,216,194.0,0,DC,0
2012-05-18,RR,DEC,DW Steyn,DEC,5 wickets,RR,bat,rajiv gandhi international stadium,hyderabad,18,5,2012,2012,no super over,no super over,no super over,68,simple matches,127,128.0,0,SRH,0
2012-05-19,KXP,DC,UT Yadav,DC,6 wickets,DC,field,himachal pradesh cricket association stadium,dharamsala,19,5,2012,2012,no super over,no super over,no super over,69,simple matches,142,145.0,0,no super over,0
2012-05-19,KKR,PW,Shakib Al Hasan,KKR,34 runs,KKR,bat,maharashtra cricket association stadium,pune,19,5,2012,2012,no super over,no super over,no super over,70,simple matches,137,102.0,0,no super over,0
2012-05-20,DEC,RCB,DW Steyn,DEC,9 runs,RCB,field,rajiv gandhi international stadium,hyderabad,20,5,2012,2012,no super over,no super over,no super over,71,simple matches,133,123.0,0,SRH,0
2012-05-20,RR,MI,DR Smith,MI,10 wickets,RR,bat,sawai mansingh stadium,jaipur,20,5,2012,2012,no super over,no super over,no super over,72,simple matches,163,163.0,0,RR,0
2012-05-22,KKR,DC,YK Pathan,KKR,18 runs,KKR,bat,maharashtra cricket association stadium,pune,22,5,2012,2012,no super over,no super over,no super over,Unknown,Qualifier 1,163,144.0,0,no super over,0
2012-05-23,CSK,MI,MS Dhoni,CSK,38 runs,MI,field,m chinnaswamy stadium,bangalore,23,5,2012,2012,no super over,no super over,no super over,Unknown,Elimination Final,188,149.0,0,RCB,0
2012-05-25,CSK,DC,M Vijay,CSK,86 runs,DC,field,ma chidambaram stadium,chennai,25,5,2012,2012,no super over,no super over,no super over,Unknown,Qualifier 2,223,136.0,0,CSK,1
2012-05-27,CSK,KKR,MS Bisla,KKR,5 wickets,CSK,bat,ma chidambaram stadium,chennai,27,5,2012,2012,no super over,no super over,no super over,Unknown,Final,191,192.0,0,CSK,0
2013-04-03,DC,KKR,SP Narine,KKR,6 wickets,KKR,field,eden gardens,kolkata,3,4,2013,2013,no super over,no super over,no super over,1,simple matches,129,129.0,0,KKR,1
2013-04-04,RCB,MI,CH Gayle,RCB,2 runs,MI,field,m chinnaswamy stadium,bangalore,4,4,2013,2013,no super over,no super over,no super over,2,simple matches,157,154.0,0,RCB,1
2013-04-05,SRH,PW,A Mishra,SRH,22 runs,PW,field,rajiv gandhi international stadium,hyderabad,5,4,2013,2013,no super over,no super over,no super over,3,simple matches,127,104.0,0,SRH,1
2013-04-06,RR,DC,R Dravid,RR,5 runs,RR,bat,arun jaitley stadium,delhi,6,4,2013,2013,no super over,no super over,no super over,4,simple matches,166,160.0,0,DC,0
2013-04-06,MI,CSK,KA Pollard,MI,9 runs,MI,bat,ma chidambaram stadium,chennai,6,4,2013,2013,no super over,no super over,no super over,5,simple matches,149,139.0,0,CSK,0
2013-04-07,PW,KXP,M Vohra,KXP,8 wickets,PW,bat,maharashtra cricket association stadium,pune,7,4,2013,2013,no super over,no super over,no super over,6,simple matches,100,100.0,0,no super over,0
2013-04-07,RCB,SRH,GH Vihari,SRH,tie,RCB,bat,rajiv gandhi international stadium,hyderabad,7,4,2013,2013,SRH,tie,no super over,7,simple matches,131,130.0,1,SRH,1
2013-04-08,RR,KKR,SK Trivedi,RR,19 runs,KKR,field,sawai mansingh stadium,jaipur,8,4,2013,2013,no super over,no super over,no super over,8,simple matches,145,125.0,0,RR,1
2013-04-09,MI,DC,KD Karthik,MI,44 runs,MI,bat,wankhede stadium,mumbai,9,4,2013,2013,no super over,no super over,no super over,10,simple matches,210,165.0,0,MI,1
2013-04-09,SRH,RCB,V Kohli,RCB,7 wickets,SRH,bat,m chinnaswamy stadium,bangalore,9,4,2013,2013,no super over,no super over,no super over,9,simple matches,162,162.0,0,RCB,1
2013-04-10,KXP,CSK,MEK Hussey,CSK,10 wickets,CSK,field,punjab cricket association stadium,chandigarh,10,4,2013,2013,no super over,no super over,no super over,11,simple matches,139,139.0,0,KXP,0
2013-04-11,KKR,RCB,CH Gayle,RCB,8 wickets,RCB,field,m chinnaswamy stadium,bangalore,11,4,2013,2013,no super over,no super over,no super over,12,simple matches,155,158.0,0,RCB,1
2013-04-11,RR,PW,AJ Finch,PW,7 wickets,RR,bat,maharashtra cricket association stadium,pune,11,4,2013,2013,no super over,no super over,no super over,13,simple matches,146,148.0,0,no super over,0
2013-04-12,DC,SRH,A Mishra,SRH,3 wickets,DC,bat,arun jaitley stadium,delhi,12,4,2013,2013,no super over,no super over,no super over,14,simple matches,115,115.0,0,DC,0
2013-04-13,MI,PW,RG Sharma,MI,41 runs,MI,bat,wankhede stadium,mumbai,13,4,2013,2013,no super over,no super over,no super over,15,simple matches,184,142.0,0,MI,1
2013-04-13,RCB,CSK,RA Jadeja,CSK,4 wickets,CSK,field,ma chidambaram stadium,chennai,13,4,2013,2013,no super over,no super over,no super over,16,simple matches,166,166.0,0,CSK,1
2013-04-14,KKR,SRH,G Gambhir,KKR,48 runs,KKR,bat,eden gardens,kolkata,14,4,2013,2013,no super over,no super over,no super over,17,simple matches,181,132.0,0,KKR,1
2013-04-14,KXP,RR,JP Faulkner,RR,6 wickets,RR,field,sawai mansingh stadium,jaipur,14,4,2013,2013,no super over,no super over,no super over,18,simple matches,125,126.0,0,RR,1
2013-04-15,PW,CSK,SPD Smith,PW,24 runs,PW,bat,ma chidambaram stadium,chennai,15,4,2013,2013,no super over,no super over,no super over,19,simple matches,160,135.0,0,CSK,0
2013-04-16,KXP,KKR,MS Gony,KXP,4 runs,KKR,field,punjab cricket association stadium,chandigarh,16,4,2013,2013,no super over,no super over,no super over,20,simple matches,158,153.0,0,KXP,1
2013-04-16,DC,RCB,V Kohli,RCB,tie,RCB,field,m chinnaswamy stadium,bangalore,16,4,2013,2013,RCB,tie,no super over,21,simple matches,153,152.0,1,RCB,1
2013-04-17,SRH,PW,A Mishra,SRH,11 runs,PW,field,maharashtra cricket association stadium,pune,17,4,2013,2013,no super over,no super over,no super over,22,simple matches,120,108.0,0,no super over,0
2013-04-17,RR,MI,AM Rahane,RR,87 runs,RR,bat,sawai mansingh stadium,jaipur,17,4,2013,2013,no super over,no super over,no super over,23,simple matches,180,92.0,0,RR,1
2013-04-18,CSK,DC,MEK Hussey,CSK,86 runs,CSK,bat,arun jaitley stadium,delhi,18,4,2013,2013,no super over,no super over,no super over,24,simple matches,170,83.0,0,DC,0
2013-04-19,KXP,SRH,GH Vihari,SRH,5 wickets,KXP,bat,rajiv gandhi international stadium,hyderabad,19,4,2013,2013,no super over,no super over,no super over,25,simple matches,124,127.0,0,SRH,1
2013-04-20,KKR,CSK,RA Jadeja,CSK,4 wickets,KKR,bat,eden gardens,kolkata,20,4,2013,2013,no super over,no super over,no super over,26,simple matches,120,124.0,0,KKR,0
2013-04-20,RR,RCB,R Vinay Kumar,RCB,7 wickets,RCB,field,m chinnaswamy stadium,bangalore,20,4,2013,2013,no super over,no super over,no super over,27,simple matches,118,123.0,0,RCB,1
2013-04-21,MI,DC,V Sehwag,DC,9 wickets,MI,bat,arun jaitley stadium,delhi,21,4,2013,2013,no super over,no super over,no super over,28,simple matches,162,165.0,0,DC,1
2013-04-21,PW,KXP,DA Miller,KXP,7 wickets,KXP,field,punjab cricket association stadium,chandigarh,21,4,2013,2013,no super over,no super over,no super over,29,simple matches,186,186.0,0,KXP,1
2013-04-22,RR,CSK,MEK Hussey,CSK,5 wickets,RR,bat,ma chidambaram stadium,chennai,22,4,2013,2013,no super over,no super over,no super over,30,simple matches,186,186.0,0,CSK,1
2013-04-23,RCB,PW,CH Gayle,RCB,130 runs,PW,field,m chinnaswamy stadium,bangalore,23,4,2013,2013,no super over,no super over,no super over,31,simple matches,264,133.0,0,RCB,1
2013-04-23,DC,KXP,Harmeet Singh,KXP,5 wickets,KXP,field,arun jaitley stadium,delhi,23,4,2013,2013,no super over,no super over,no super over,32,simple matches,121,121.0,0,DC,0
2013-04-24,KKR,MI,DR Smith,MI,5 wickets,KKR,bat,eden gardens,kolkata,24,4,2013,2013,no super over,no super over,no super over,33,simple matches,160,162.0,0,KKR,0
2013-04-25,SRH,CSK,MS Dhoni,CSK,5 wickets,SRH,bat,ma chidambaram stadium,chennai,25,4,2013,2013,no super over,no super over,no super over,34,simple matches,160,160.0,0,CSK,1
2013-04-26,KXP,KKR,JH Kallis,KKR,6 wickets,KXP,bat,eden gardens,kolkata,26,4,2013,2013,no super over,no super over,no super over,35,simple matches,150,150.0,0,KKR,1
2013-04-27,SRH,RR,JP Faulkner,RR,8 wickets,SRH,bat,sawai mansingh stadium,jaipur,27,4,2013,2013,no super over,no super over,no super over,36,simple matches,145,146.0,0,RR,1
2013-04-27,MI,RCB,DR Smith,MI,58 runs,MI,bat,wankhede stadium,mumbai,27,4,2013,2013,no super over,no super over,no super over,37,simple matches,195,136.0,0,MI,1
2013-04-28,CSK,KKR,MEK Hussey,CSK,14 runs,KKR,field,ma chidambaram stadium,chennai,28,4,2013,2013,no super over,no super over,no super over,38,simple matches,201,186.0,0,CSK,1
2013-04-28,DC,PW,DA Warner,DC,15 runs,PW,field,shaheed veer narayan singh international stadium,raipur,28,4,2013,2013,no super over,no super over,no super over,39,simple matches,165,149.0,0,no super over,0
2013-04-29,RCB,RR,SV Samson,RR,4 wickets,RR,field,sawai mansingh stadium,jaipur,29,4,2013,2013,no super over,no super over,no super over,40,simple matches,172,173.0,0,RR,1
2013-04-29,MI,KXP,RG Sharma,MI,4 runs,MI,bat,wankhede stadium,mumbai,29,4,2013,2013,no super over,no super over,no super over,41,simple matches,175,170.0,0,MI,1
2013-04-30,CSK,PW,MS Dhoni,CSK,37 runs,CSK,bat,maharashtra cricket association stadium,pune,30,4,2013,2013,no super over,no super over,no super over,42,simple matches,165,127.0,0,no super over,0
2013-05-01,MI,SRH,I Sharma,SRH,7 wickets,MI,bat,rajiv gandhi international stadium,hyderabad,1,5,2013,2013,no super over,no super over,no super over,43,simple matches,130,130.0,0,SRH,1
2013-05-01,KKR,DC,DA Warner,DC,7 wickets,KKR,bat,shaheed veer narayan singh international stadium,raipur,1,5,2013,2013,no super over,no super over,no super over,44,simple matches,137,137.0,0,no super over,0
2013-05-02,CSK,KXP,SK Raina,CSK,15 runs,CSK,bat,ma chidambaram stadium,chennai,2,5,2013,2013,no super over,no super over,no super over,45,simple matches,187,171.0,0,CSK,1
2013-05-02,RCB,PW,AB de Villiers,RCB,17 runs,RCB,bat,maharashtra cricket association stadium,pune,2,5,2013,2013,no super over,no super over,no super over,46,simple matches,188,170.0,0,no super over,0
2013-05-03,RR,KKR,YK Pathan,KKR,8 wickets,RR,bat,eden gardens,kolkata,3,5,2013,2013,no super over,no super over,no super over,47,simple matches,133,133.0,0,KKR,1
2013-05-04,DC,SRH,DJG Sammy,SRH,6 wickets,DC,bat,rajiv gandhi international stadium,hyderabad,4,5,2013,2013,no super over,no super over,no super over,48,simple matches,81,81.0,0,SRH,1
2013-05-05,MI,CSK,MG Johnson,MI,60 runs,MI,bat,wankhede stadium,mumbai,5,5,2013,2013,no super over,no super over,no super over,49,simple matches,140,79.0,0,MI,1
2013-05-05,PW,RR,AM Rahane,RR,5 wickets,PW,bat,sawai mansingh stadium,jaipur,5,5,2013,2013,no super over,no super over,no super over,50,simple matches,179,182.0,0,RR,1
2013-05-06,RCB,KXP,DA Miller,KXP,6 wickets,KXP,field,punjab cricket association stadium,chandigarh,6,5,2013,2013,no super over,no super over,no super over,51,simple matches,191,194.0,0,KXP,1
2013-05-07,DC,RR,AM Rahane,RR,9 wickets,DC,bat,sawai mansingh stadium,jaipur,7,5,2013,2013,no super over,no super over,no super over,52,simple matches,155,155.0,0,RR,1
2013-05-07,MI,KKR,SR Tendulkar,MI,65 runs,MI,bat,wankhede stadium,mumbai,7,5,2013,2013,no super over,no super over,no super over,53,simple matches,171,105.0,0,MI,1
2013-05-08,CSK,SRH,SK Raina,CSK,77 runs,SRH,field,rajiv gandhi international stadium,hyderabad,8,5,2013,2013,no super over,no super over,no super over,54,simple matches,224,146.0,0,SRH,0
2013-05-09,KXP,RR,KK Cooper,RR,8 wickets,RR,field,punjab cricket association stadium,chandigarh,9,5,2013,2013,no super over,no super over,no super over,55,simple matches,146,147.0,0,KXP,0
2013-05-09,KKR,PW,G Gambhir,KKR,46 runs,KKR,bat,maharashtra cricket association stadium,pune,9,5,2013,2013,no super over,no super over,no super over,56,simple matches,153,106.0,0,no super over,0
2013-05-10,RCB,DC,JD Unadkat,RCB,4 runs,DC,field,arun jaitley stadium,delhi,10,5,2013,2013,no super over,no super over,no super over,57,simple matches,184,179.0,0,DC,0
2013-05-11,PW,MI,MG Johnson,MI,5 wickets,PW,bat,maharashtra cricket association stadium,pune,11,5,2013,2013,no super over,no super over,no super over,58,simple matches,113,116.0,0,no super over,0
2013-05-11,SRH,KXP,PA Patel,SRH,30 runs,KXP,field,punjab cricket association stadium,chandigarh,11,5,2013,2013,no super over,no super over,no super over,59,simple matches,151,120.0,0,KXP,0
2013-05-12,RCB,KKR,JH Kallis,KKR,5 wickets,KKR,field,jsca international stadium complex,ranchi,12,5,2013,2013,no super over,no super over,no super over,60,simple matches,116,116.0,0,no super over,0
2013-05-12,CSK,RR,SR Watson,RR,5 wickets,RR,field,sawai mansingh stadium,jaipur,12,5,2013,2013,no super over,no super over,no super over,61,simple matches,142,144.0,0,RR,1
2013-05-13,SRH,MI,KA Pollard,MI,7 wickets,SRH,bat,wankhede stadium,mumbai,13,5,2013,2013,no super over,no super over,no super over,62,simple matches,179,184.0,0,MI,1
2013-05-14,RCB,KXP,AC Gilchrist,KXP,7 wickets,KXP,field,m chinnaswamy stadium,bangalore,14,5,2013,2013,no super over,no super over,no super over,63,simple matches,175,176.0,0,RCB,0
2013-05-14,CSK,DC,MS Dhoni,CSK,33 runs,CSK,bat,ma chidambaram stadium,chennai,14,5,2013,2013,no super over,no super over,no super over,64,simple matches,169,135.0,0,CSK,1
2013-05-15,PW,KKR,MK Pandey,PW,7 runs,KKR,field,jsca international stadium complex,ranchi,15,5,2013,2013,no super over,no super over,no super over,65,simple matches,171,163.0,0,no super over,0
2013-05-15,MI,RR,AP Tare,MI,14 runs,RR,field,wankhede stadium,mumbai,15,5,2013,2013,no super over,no super over,no super over,66,simple matches,167,152.0,0,MI,1
2013-05-16,KXP,DC,DA Miller,KXP,7 runs,DC,field,himachal pradesh cricket association stadium,dharamsala,16,5,2013,2013,no super over,no super over,no super over,67,simple matches,172,164.0,0,no super over,0
2013-05-17,SRH,RR,A Mishra,SRH,23 runs,SRH,bat,rajiv gandhi international stadium,hyderabad,17,5,2013,2013,no super over,no super over,no super over,68,simple matches,137,113.0,0,SRH,1
2013-05-18,KXP,MI,Azhar Mahmood,KXP,50 runs,MI,field,himachal pradesh cricket association stadium,dharamsala,18,5,2013,2013,no super over,no super over,no super over,69,simple matches,184,133.0,0,no super over,0
2013-05-18,RCB,CSK,V Kohli,RCB,24 runs,CSK,field,m chinnaswamy stadium,bangalore,18,5,2013,2013,no super over,no super over,no super over,70,simple matches,107,82.0,0,RCB,1
2013-05-19,PW,DC,LJ Wright,PW,38 runs,PW,bat,maharashtra cricket association stadium,pune,19,5,2013,2013,no super over,no super over,no super over,71,simple matches,173,134.0,0,no super over,0
2013-05-19,KKR,SRH,PA Patel,SRH,5 wickets,KKR,bat,rajiv gandhi international stadium,hyderabad,19,5,2013,2013,no super over,no super over,no super over,72,simple matches,131,132.0,0,SRH,1
2013-05-21,CSK,MI,MEK Hussey,CSK,48 runs,CSK,bat,arun jaitley stadium,delhi,21,5,2013,2013,no super over,no super over,no super over,Unknown,Qualifier 1,193,144.0,0,DC,0
2013-05-22,SRH,RR,BJ Hodge,RR,4 wickets,SRH,bat,arun jaitley stadium,delhi,22,5,2013,2013,no super over,no super over,no super over,Unknown,Eliminator,133,135.0,0,DC,0
2013-05-24,RR,MI,Harbhajan Singh,MI,4 wickets,RR,bat,eden gardens,kolkata,24,5,2013,2013,no super over,no super over,no super over,Unknown,Qualifier 2,166,169.0,0,KKR,0
2013-05-26,MI,CSK,KA Pollard,MI,23 runs,MI,bat,eden gardens,kolkata,26,5,2013,2013,no super over,no super over,no super over,Unknown,Final,149,125.0,0,KKR,0
2014-04-16,KKR,MI,JH Kallis,KKR,41 runs,KKR,bat,sheikh zayed stadium,abu dhabi,16,4,2014,2014,no super over,no super over,no super over,1,simple matches,164,122.0,0,no super over,0
2014-04-17,DC,RCB,YS Chahal,RCB,8 wickets,RCB,field,sharjah cricket stadium,uae,17,4,2014,2014,no super over,no super over,no super over,2,simple matches,146,146.0,0,no super over,0
2014-04-18,CSK,KXP,GJ Maxwell,KXP,6 wickets,CSK,bat,sheikh zayed stadium,abu dhabi,18,4,2014,2014,no super over,no super over,no super over,3,simple matches,206,206.0,0,no super over,0
2014-04-18,SRH,RR,AM Rahane,RR,4 wickets,RR,field,sheikh zayed stadium,abu dhabi,18,4,2014,2014,no super over,no super over,no super over,4,simple matches,134,135.0,0,no super over,0
2014-04-19,MI,RCB,PA Patel,RCB,7 wickets,RCB,field,dubai international cricket stadium,uae,19,4,2014,2014,no super over,no super over,no super over,5,simple matches,116,116.0,0,no super over,0
2014-04-19,KKR,DC,JP Duminy,DC,4 wickets,KKR,bat,dubai international cricket stadium,uae,19,4,2014,2014,no super over,no super over,no super over,6,simple matches,167,167.0,0,no super over,0
2014-04-20,RR,KXP,GJ Maxwell,KXP,7 wickets,KXP,field,sharjah cricket stadium,uae,20,4,2014,2014,no super over,no super over,no super over,7,simple matches,192,193.0,0,no super over,0
2014-04-21,CSK,DC,SK Raina,CSK,93 runs,CSK,bat,sheikh zayed stadium,abu dhabi,21,4,2014,2014,no super over,no super over,no super over,8,simple matches,178,84.0,0,no super over,0
2014-04-22,KXP,SRH,GJ Maxwell,KXP,72 runs,SRH,field,sharjah cricket stadium,uae,22,4,2014,2014,no super over,no super over,no super over,9,simple matches,194,121.0,0,no super over,0
2014-04-23,CSK,RR,RA Jadeja,CSK,7 runs,RR,field,dubai international cricket stadium,uae,23,4,2014,2014,no super over,no super over,no super over,10,simple matches,141,133.0,0,no super over,0
2014-04-24,KKR,RCB,CA Lynn,KKR,2 runs,RCB,field,sharjah cricket stadium,uae,24,4,2014,2014,no super over,no super over,no super over,11,simple matches,151,148.0,0,no super over,0
2014-04-25,SRH,DC,AJ Finch,SRH,4 runs,SRH,bat,dubai international cricket stadium,uae,25,4,2014,2014,no super over,no super over,no super over,12,simple matches,185,180.0,0,no super over,0
2014-04-25,MI,CSK,MM Sharma,CSK,7 wickets,MI,bat,dubai international cricket stadium,uae,25,4,2014,2014,no super over,no super over,no super over,13,simple matches,142,142.0,0,no super over,0
2014-04-26,RCB,RR,PV Tambe,RR,6 wickets,RR,field,sheikh zayed stadium,abu dhabi,26,4,2014,2014,no super over,no super over,no super over,14,simple matches,71,71.0,0,no super over,0
2014-04-26,KXP,KKR,Sandeep Sharma,KXP,23 runs,KKR,field,sheikh zayed stadium,abu dhabi,26,4,2014,2014,no super over,no super over,no super over,15,simple matches,133,109.0,0,no super over,0
2014-04-27,MI,DC,M Vijay,DC,6 wickets,MI,bat,sharjah cricket stadium,uae,27,4,2014,2014,no super over,no super over,no super over,16,simple matches,126,126.0,0,no super over,0
2014-04-27,SRH,CSK,DR Smith,CSK,5 wickets,SRH,bat,sharjah cricket stadium,uae,27,4,2014,2014,no super over,no super over,no super over,17,simple matches,146,146.0,0,no super over,0
2014-04-28,RCB,KXP,Sandeep Sharma,KXP,5 wickets,KXP,field,dubai international cricket stadium,uae,28,4,2014,2014,no super over,no super over,no super over,18,simple matches,125,127.0,0,no super over,0
2014-04-29,RR,KKR,JP Faulkner,RR,tie,RR,bat,sheikh zayed stadium,abu dhabi,29,4,2014,2014,RR,tie,no super over,19,simple matches,153,152.0,1,no super over,0
2014-04-30,SRH,MI,B Kumar,SRH,15 runs,MI,field,dubai international cricket stadium,uae,30,4,2014,2014,no super over,no super over,no super over,20,simple matches,173,157.0,0,no super over,0
2014-05-02,CSK,KKR,RA Jadeja,CSK,34 runs,CSK,bat,jsca international stadium complex,ranchi,2,5,2014,2014,no super over,no super over,no super over,21,simple matches,149,114.0,0,no super over,0
2014-05-03,KXP,MI,CJ Anderson,MI,5 wickets,KXP,bat,wankhede stadium,mumbai,3,5,2014,2014,no super over,no super over,no super over,22,simple matches,169,170.0,0,MI,1
2014-05-03,DC,RR,KK Nair,RR,7 wickets,RR,field,arun jaitley stadium,delhi,3,5,2014,2014,no super over,no super over,no super over,23,simple matches,153,156.0,0,DC,0
2014-05-04,SRH,RCB,AB de Villiers,RCB,4 wickets,RCB,field,m chinnaswamy stadium,bangalore,4,5,2014,2014,no super over,no super over,no super over,24,simple matches,156,158.0,0,RCB,1
2014-05-05,RR,KKR,PV Tambe,RR,10 runs,KKR,field,narendra modi stadium,ahmedabad,5,5,2014,2014,no super over,no super over,no super over,25,simple matches,171,160.0,0,GT,0
2014-05-05,DC,CSK,DR Smith,CSK,8 wickets,CSK,field,arun jaitley stadium,delhi,5,5,2014,2014,no super over,no super over,no super over,26,simple matches,179,181.0,0,DC,0
2014-05-06,MI,RCB,RG Sharma,MI,19 runs,RCB,field,wankhede stadium,mumbai,6,5,2014,2014,no super over,no super over,no super over,27,simple matches,188,168.0,0,MI,1
2014-05-07,DC,KKR,G Gambhir,KKR,8 wickets,DC,bat,arun jaitley stadium,delhi,7,5,2014,2014,no super over,no super over,no super over,28,simple matches,161,161.0,0,DC,0
2014-05-07,KXP,CSK,GJ Maxwell,KXP,44 runs,CSK,field,barabati stadium,cuttack,7,5,2014,2014,no super over,no super over,no super over,29,simple matches,232,187.0,0,no super over,0
2014-05-08,SRH,RR,B Kumar,SRH,32 runs,RR,field,narendra modi stadium,ahmedabad,8,5,2014,2014,no super over,no super over,no super over,30,simple matches,135,102.0,0,GT,0
2014-05-09,KXP,RCB,Sandeep Sharma,KXP,32 runs,RCB,field,m chinnaswamy stadium,bangalore,9,5,2014,2014,no super over,no super over,no super over,31,simple matches,199,166.0,0,RCB,0
2014-05-10,DC,SRH,DW Steyn,SRH,8 wickets,SRH,field,arun jaitley stadium,delhi,10,5,2014,2014,no super over,no super over,D/L,32,simple matches,144,44.0,0,DC,0
2014-05-10,MI,CSK,DR Smith,CSK,4 wickets,CSK,field,wankhede stadium,mumbai,10,5,2014,2014,no super over,no super over,no super over,33,simple matches,158,160.0,0,MI,0
2014-05-11,KXP,KKR,G Gambhir,KKR,9 wickets,KKR,field,barabati stadium,cuttack,11,5,2014,2014,no super over,no super over,no super over,34,simple matches,150,150.0,0,no super over,0
2014-05-11,RCB,RR,JP Faulkner,RR,5 wickets,RCB,bat,m chinnaswamy stadium,bangalore,11,5,2014,2014,no super over,no super over,no super over,35,simple matches,191,191.0,0,RCB,0
2014-05-12,SRH,MI,AT Rayudu,MI,7 wickets,SRH,bat,rajiv gandhi international stadium,hyderabad,12,5,2014,2014,no super over,no super over,no super over,36,simple matches,158,160.0,0,SRH,0
2014-05-13,RR,CSK,RA Jadeja,CSK,5 wickets,RR,bat,jsca international stadium complex,ranchi,13,5,2014,2014,no super over,no super over,no super over,37,simple matches,149,149.0,0,no super over,0
2014-05-13,RCB,DC,Yuvraj Singh,RCB,16 runs,DC,field,m chinnaswamy stadium,bangalore,13,5,2014,2014,no super over,no super over,no super over,38,simple matches,187,170.0,0,RCB,1
2014-05-14,SRH,KXP,WP Saha,KXP,6 wickets,KXP,field,rajiv gandhi international stadium,hyderabad,14,5,2014,2014,no super over,no super over,no super over,39,simple matches,206,211.0,0,SRH,0
2014-05-14,MI,KKR,RV Uthappa,KKR,6 wickets,KKR,field,barabati stadium,cuttack,14,5,2014,2014,no super over,no super over,no super over,40,simple matches,142,142.0,0,no super over,0
2014-05-15,RR,DC,AM Rahane,RR,62 runs,DC,field,narendra modi stadium,ahmedabad,15,5,2014,2014,no super over,no super over,no super over,41,simple matches,202,139.0,0,GT,0
2014-05-18,CSK,RCB,AB de Villiers,RCB,5 wickets,CSK,bat,jsca international stadium complex,ranchi,18,5,2014,2014,no super over,no super over,no super over,42,simple matches,139,142.0,0,no super over,0
2014-05-18,SRH,KKR,UT Yadav,KKR,7 wickets,SRH,bat,rajiv gandhi international stadium,hyderabad,18,5,2014,2014,no super over,no super over,no super over,43,simple matches,143,146.0,0,SRH,0
2014-05-19,MI,RR,MEK Hussey,MI,25 runs,MI,bat,narendra modi stadium,ahmedabad,19,5,2014,2014,no super over,no super over,no super over,44,simple matches,179,153.0,0,GT,0
2014-05-19,DC,KXP,AR Patel,KXP,4 wickets,KXP,field,arun jaitley stadium,delhi,19,5,2014,2014,no super over,no super over,no super over,45,simple matches,165,165.0,0,DC,0
2014-05-20,RCB,SRH,DA Warner,SRH,7 wickets,RCB,bat,rajiv gandhi international stadium,hyderabad,20,5,2014,2014,no super over,no super over,no super over,46,simple matches,161,161.0,0,SRH,1
2014-05-20,CSK,KKR,RV Uthappa,KKR,8 wickets,KKR,field,eden gardens,kolkata,20,5,2014,2014,no super over,no super over,no super over,47,simple matches,155,156.0,0,KKR,1
2014-05-21,KXP,MI,LMP Simmons,MI,7 wickets,MI,field,punjab cricket association stadium,chandigarh,21,5,2014,2014,no super over,no super over,no super over,48,simple matches,157,159.0,0,KXP,0
