date,batting_team,bowling_team,player_of_match,match_won_by,win_outcome,toss_winner,toss_decision,venue,city,day,month,year,season,superover_winner,result_type,method,event_match_no,stage,target_score,chased_score,tie_match,venue_home_team,is_home_win
2010-04-04,DC,RCB,PD Collingwood,DC,37 runs,DC,bat,arun jaitley stadium,delhi,4,4,2010,2010,no super over,no super over,no super over,35,simple matches,185,147.0,0,DC,1
2010-04-05,RR,DEC,SK Warne,RR,2 runs,RR,bat,vidarbha cricket association stadium,nagpur,5,4,2010,2010,no super over,no super over,no super over,36,simple matches,160,157.0,0,no super over,0
2010-04-06,CSK,MI,SK Raina,CSK,24 runs,CSK,bat,ma chidambaram stadium,chennai,6,4,2010,2010,no super over,no super over,no super over,37,simple matches,166,141.0,0,CSK,1
2010-04-07,KXP,RR,MJ Lumb,RR,9 wickets,KXP,bat,sawai mansingh stadium,jaipur,7,4,2010,2010,no super over,no super over,no super over,38,simple matches,154,157.0,0,RR,1
2010-04-07,KKR,DC,SC Ganguly,KKR,14 runs,KKR,bat,eden gardens,kolkata,7,4,2010,2010,no super over,no super over,no super over,39,simple matches,182,167.0,0,KKR,1
2010-04-08,RCB,DEC,TL Suman,DEC,7 wickets,DEC,field,m chinnaswamy stadium,bangalore,8,4,2010,2010,no super over,no super over,no super over,40,simple matches,185,186.0,0,RCB,0
2010-04-09,MI,KXP,KC Sangakkara,KXP,6 wickets,MI,bat,punjab cricket association stadium,chandigarh,9,4,2010,2010,no super over,no super over,no super over,41,simple matches,155,158.0,0,KXP,1
2010-04-10,CSK,DEC,RJ Harris,DEC,6 wickets,CSK,bat,vidarbha cricket association stadium,nagpur,10,4,2010,2010,no super over,no super over,no super over,42,simple matches,139,139.0,0,no super over,0
2010-04-10,KKR,RCB,R Vinay Kumar,RCB,7 wickets,RCB,field,m chinnaswamy stadium,bangalore,10,4,2010,2010,no super over,no super over,no super over,43,simple matches,161,162.0,0,RCB,1
2010-04-11,DC,KXP,PP Chawla,KXP,7 wickets,DC,bat,arun jaitley stadium,delhi,11,4,2010,2010,no super over,no super over,no super over,44,simple matches,112,112.0,0,DC,0
2010-04-11,MI,RR,SR Tendulkar,MI,37 runs,RR,field,sawai mansingh stadium,jaipur,11,4,2010,2010,no super over,no super over,no super over,45,simple matches,175,137.0,0,RR,0
2010-04-12,DEC,RCB,Harmeet Singh,DEC,13 runs,RCB,field,vidarbha cricket association stadium,nagpur,12,4,2010,2010,no super over,no super over,no super over,46,simple matches,152,138.0,0,no super over,0
2010-04-13,MI,DC,KA Pollard,MI,39 runs,MI,bat,brabourne stadium,mumbai,13,4,2010,2010,no super over,no super over,no super over,47,simple matches,184,144.0,0,no super over,0
2010-04-13,KKR,CSK,R Ashwin,CSK,9 wickets,KKR,bat,ma chidambaram stadium,chennai,13,4,2010,2010,no super over,no super over,no super over,48,simple matches,140,143.0,0,CSK,1
2010-04-14,RR,RCB,KP Pietersen,RCB,5 wickets,RR,bat,sawai mansingh stadium,jaipur,14,4,2010,2010,no super over,no super over,no super over,49,simple matches,131,132.0,0,RR,0
2010-04-15,CSK,DC,G Gambhir,DC,6 wickets,CSK,bat,ma chidambaram stadium,chennai,15,4,2010,2010,no super over,no super over,no super over,50,simple matches,113,113.0,0,CSK,0
2010-04-16,KXP,DEC,RG Sharma,DEC,5 wickets,DEC,field,himachal pradesh cricket association stadium,dharamsala,16,4,2010,2010,no super over,no super over,no super over,51,simple matches,175,178.0,0,no super over,0
2010-04-17,MI,RCB,R McLaren,MI,57 runs,RCB,field,m chinnaswamy stadium,bangalore,17,4,2010,2010,no super over,no super over,no super over,52,simple matches,192,134.0,0,RCB,0
2010-04-17,RR,KKR,JD Unadkat,KKR,8 wickets,RR,bat,eden gardens,kolkata,17,4,2010,2010,no super over,no super over,no super over,53,simple matches,133,133.0,0,KKR,1
2010-04-18,KXP,CSK,MS Dhoni,CSK,6 wickets,CSK,field,himachal pradesh cricket association stadium,dharamsala,18,4,2010,2010,no super over,no super over,no super over,54,simple matches,193,195.0,0,no super over,0
2010-04-18,DEC,DC,A Symonds,DEC,11 runs,DEC,bat,arun jaitley stadium,delhi,18,4,2010,2010,no super over,no super over,no super over,55,simple matches,146,134.0,0,DC,0
2010-04-19,MI,KKR,M Kartik,KKR,9 wickets,MI,bat,eden gardens,kolkata,19,4,2010,2010,no super over,no super over,no super over,56,simple matches,134,135.0,0,KKR,1
2010-04-21,MI,RCB,KA Pollard,MI,35 runs,MI,bat,dr dy patil sports academy,mumbai,21,4,2010,2010,no super over,no super over,no super over,Unknown,Semi Final,185,149.0,0,no super over,0
2010-04-22,CSK,DEC,DE Bollinger,CSK,38 runs,CSK,bat,dr dy patil sports academy,mumbai,22,4,2010,2010,no super over,no super over,no super over,Unknown,Semi Final,143,104.0,0,no super over,0
2010-04-24,DEC,RCB,A Kumble,RCB,9 wickets,DEC,bat,dr dy patil sports academy,mumbai,24,4,2010,2010,no super over,no super over,no super over,Unknown,3rd Place Play-Off,83,86.0,0,no super over,0
2010-04-25,CSK,MI,SK Raina,CSK,22 runs,CSK,bat,dr dy patil sports academy,mumbai,25,4,2010,2010,no super over,no super over,no super over,Unknown,Final,169,146.0,0,no super over,0
2011-04-08,CSK,KKR,S Anirudha,CSK,2 runs,CSK,bat,ma chidambaram stadium,chennai,8,4,2011,2011,no super over,no super over,no super over,1,simple matches,154,151.0,0,CSK,1
2011-04-09,DEC,RR,SK Trivedi,RR,8 wickets,RR,field,rajiv gandhi international stadium,hyderabad,9,4,2011,2011,no super over,no super over,no super over,2,simple matches,138,141.0,0,SRH,0
2011-04-09,KTK,RCB,AB de Villiers,RCB,6 wickets,KTK,bat,nehru stadium,kochi,9,4,2011,2011,no super over,no super over,no super over,3,simple matches,162,162.0,0,no super over,0
2011-04-10,DC,MI,SL Malinga,MI,8 wickets,DC,bat,arun jaitley stadium,delhi,10,4,2011,2011,no super over,no super over,no super over,4,simple matches,96,99.0,0,DC,0
2011-04-10,KXP,PW,SB Wagh,PW,7 wickets,KXP,bat,dr dy patil sports academy,mumbai,10,4,2011,2011,no super over,no super over,no super over,5,simple matches,113,113.0,0,no super over,0
2011-04-11,KKR,DEC,JH Kallis,KKR,9 runs,KKR,bat,eden gardens,kolkata,11,4,2011,2011,no super over,no super over,no super over,6,simple matches,164,154.0,0,KKR,1
2011-04-12,DC,RR,SK Warne,RR,6 wickets,DC,bat,sawai mansingh stadium,jaipur,12,4,2011,2011,no super over,no super over,no super over,7,simple matches,152,152.0,0,RR,1
2011-04-12,RCB,MI,SR Tendulkar,MI,9 wickets,MI,field,m chinnaswamy stadium,bangalore,12,4,2011,2011,no super over,no super over,no super over,8,simple matches,141,143.0,0,RCB,0
2011-04-13,CSK,KXP,PC Valthaty,KXP,6 wickets,KXP,field,punjab cricket association stadium,chandigarh,13,4,2011,2011,no super over,no super over,no super over,9,simple matches,189,193.0,0,KXP,1
2011-04-13,KTK,PW,MD Mishra,PW,4 wickets,KTK,bat,dr dy patil sports academy,mumbai,13,4,2011,2011,no super over,no super over,no super over,10,simple matches,149,151.0,0,no super over,0
2011-04-14,DEC,RCB,DW Steyn,DEC,33 runs,RCB,field,rajiv gandhi international stadium,hyderabad,14,4,2011,2011,no super over,no super over,no super over,11,simple matches,176,142.0,0,SRH,0
2011-04-15,RR,KKR,G Gambhir,KKR,9 wickets,KKR,field,sawai mansingh stadium,jaipur,15,4,2011,2011,no super over,no super over,no super over,12,simple matches,160,160.0,0,RR,0
2011-04-15,MI,KTK,BB McCullum,KTK,8 wickets,KTK,field,wankhede stadium,mumbai,15,4,2011,2011,no super over,no super over,no super over,13,simple matches,183,184.0,0,MI,0
2011-04-16,CSK,RCB,MEK Hussey,CSK,21 runs,CSK,bat,ma chidambaram stadium,chennai,16,4,2011,2011,no super over,no super over,no super over,14,simple matches,184,162.0,0,CSK,1
2011-04-16,DEC,KXP,PC Valthaty,KXP,8 wickets,KXP,field,rajiv gandhi international stadium,hyderabad,16,4,2011,2011,no super over,no super over,no super over,15,simple matches,166,166.0,0,SRH,0
2011-04-17,PW,DC,Yuvraj Singh,DC,3 wickets,DC,field,dr dy patil sports academy,mumbai,17,4,2011,2011,no super over,no super over,no super over,16,simple matches,188,190.0,0,no super over,0
2011-04-17,RR,KKR,L Balaji,KKR,8 wickets,KKR,field,eden gardens,kolkata,17,4,2011,2011,no super over,no super over,no super over,17,simple matches,82,85.0,0,KKR,1
2011-04-18,CSK,KTK,BB McCullum,KTK,7 wickets,KTK,field,nehru stadium,kochi,18,4,2011,2011,no super over,no super over,D/L,18,simple matches,132,135.0,0,no super over,0
2011-04-19,DEC,DC,S Sohal,DEC,16 runs,DEC,bat,arun jaitley stadium,delhi,19,4,2011,2011,no super over,no super over,no super over,19,simple matches,169,152.0,0,DC,0
2011-04-20,PW,MI,MM Patel,MI,7 wickets,PW,bat,wankhede stadium,mumbai,20,4,2011,2011,no super over,no super over,no super over,21,simple matches,119,124.0,0,MI,1
2011-04-20,KTK,KKR,DPMD Jayawardene,KTK,6 runs,KKR,field,eden gardens,kolkata,20,4,2011,2011,no super over,no super over,no super over,22,simple matches,133,126.0,0,KKR,0
2011-04-21,KXP,RR,SE Marsh,KXP,48 runs,RR,field,punjab cricket association stadium,chandigarh,21,4,2011,2011,no super over,no super over,no super over,23,simple matches,196,147.0,0,KXP,1
2011-04-22,MI,CSK,Harbhajan Singh,MI,8 runs,CSK,field,wankhede stadium,mumbai,22,4,2011,2011,no super over,no super over,no super over,25,simple matches,165,156.0,0,MI,1
2011-04-22,KKR,RCB,CH Gayle,RCB,9 wickets,RCB,field,eden gardens,kolkata,22,4,2011,2011,no super over,no super over,no super over,24,simple matches,172,175.0,0,KKR,0
2011-04-23,DC,KXP,DA Warner,DC,29 runs,KXP,field,arun jaitley stadium,delhi,23,4,2011,2011,no super over,no super over,no super over,26,simple matches,232,202.0,0,DC,1
2011-04-24,MI,DEC,SL Malinga,MI,37 runs,DEC,field,rajiv gandhi international stadium,hyderabad,24,4,2011,2011,no super over,no super over,no super over,27,simple matches,173,135.0,0,SRH,0
2011-04-24,KTK,RR,SK Warne,RR,8 wickets,RR,field,sawai mansingh stadium,jaipur,24,4,2011,2011,no super over,no super over,no super over,28,simple matches,110,111.0,0,RR,1
2011-04-25,CSK,PW,MEK Hussey,CSK,25 runs,PW,field,ma chidambaram stadium,chennai,25,4,2011,2011,no super over,no super over,no super over,29,simple matches,143,117.0,0,CSK,1
2011-04-26,DC,RCB,V Kohli,RCB,3 wickets,RCB,field,arun jaitley stadium,delhi,26,4,2011,2011,no super over,no super over,no super over,30,simple matches,161,161.0,0,DC,0
2011-04-27,PW,CSK,DE Bollinger,CSK,8 wickets,PW,bat,dr dy patil sports academy,mumbai,27,4,2011,2011,no super over,no super over,no super over,31,simple matches,142,145.0,0,no super over,0
2011-04-27,DEC,KTK,I Sharma,DEC,55 runs,KTK,field,nehru stadium,kochi,27,4,2011,2011,no super over,no super over,no super over,32,simple matches,130,74.0,0,no super over,0
2011-04-28,KKR,DC,MK Tiwary,KKR,17 runs,DC,field,arun jaitley stadium,delhi,28,4,2011,2011,no super over,no super over,no super over,33,simple matches,149,131.0,0,DC,0
2011-04-29,MI,RR,J Botha,RR,7 wickets,RR,field,sawai mansingh stadium,jaipur,29,4,2011,2011,no super over,no super over,no super over,34,simple matches,95,95.0,0,RR,1
2011-04-29,RCB,PW,V Kohli,RCB,26 runs,PW,field,m chinnaswamy stadium,bangalore,29,4,2011,2011,no super over,no super over,no super over,35,simple matches,182,155.0,0,RCB,1
2011-04-30,DC,KTK,V Sehwag,DC,38 runs,DC,bat,nehru stadium,kochi,30,4,2011,2011,no super over,no super over,no super over,36,simple matches,158,119.0,0,no super over,0
2011-04-30,KXP,KKR,Iqbal Abdulla,KKR,8 wickets,KKR,field,eden gardens,kolkata,30,4,2011,2011,no super over,no super over,no super over,37,simple matches,120,120.0,0,KKR,1
2011-05-01,PW,RR,LRPL Taylor,RR,6 wickets,RR,field,sawai mansingh stadium,jaipur,1,5,2011,2011,no super over,no super over,no super over,38,simple matches,144,144.0,0,RR,1
2011-05-01,CSK,DEC,JA Morkel,CSK,19 runs,CSK,bat,ma chidambaram stadium,chennai,1,5,2011,2011,no super over,no super over,no super over,39,simple matches,166,146.0,0,CSK,1
2011-05-02,MI,KXP,KA Pollard,MI,23 runs,KXP,field,wankhede stadium,mumbai,2,5,2011,2011,no super over,no super over,no super over,40,simple matches,160,136.0,0,MI,1
2011-05-02,DC,KTK,P Parameswaran,KTK,7 wickets,KTK,field,arun jaitley stadium,delhi,2,5,2011,2011,no super over,no super over,no super over,41,simple matches,141,141.0,0,DC,0
2011-05-03,KKR,DEC,YK Pathan,KKR,20 runs,DEC,field,rajiv gandhi international stadium,hyderabad,3,5,2011,2011,no super over,no super over,no super over,42,simple matches,170,149.0,0,SRH,0
2011-05-04,RR,CSK,MEK Hussey,CSK,8 wickets,RR,bat,ma chidambaram stadium,chennai,4,5,2011,2011,no super over,no super over,no super over,43,simple matches,148,149.0,0,CSK,1
2011-05-04,MI,PW,R Sharma,MI,21 runs,PW,field,dr dy patil sports academy,mumbai,4,5,2011,2011,no super over,no super over,no super over,44,simple matches,161,139.0,0,no super over,0
2011-05-05,KTK,KKR,BJ Hodge,KTK,17 runs,KKR,field,nehru stadium,kochi,5,5,2011,2011,no super over,no super over,no super over,45,simple matches,157,139.0,0,no super over,0
2011-05-05,DEC,DC,V Sehwag,DC,4 wickets,DC,field,rajiv gandhi international stadium,hyderabad,5,5,2011,2011,no super over,no super over,no super over,46,simple matches,176,179.0,0,SRH,0
2011-05-06,RCB,KXP,CH Gayle,RCB,85 runs,KXP,field,m chinnaswamy stadium,bangalore,6,5,2011,2011,no super over,no super over,no super over,47,simple matches,206,120.0,0,RCB,1
2011-05-07,CSK,KKR,Iqbal Abdulla,KKR,10 runs,CSK,bat,eden gardens,kolkata,7,5,2011,2011,no super over,no super over,D/L,48,simple matches,115,61.0,0,KKR,1
2011-05-07,MI,DC,AT Rayudu,MI,32 runs,DC,field,wankhede stadium,mumbai,7,5,2011,2011,no super over,no super over,no super over,49,simple matches,179,146.0,0,MI,1
2011-05-08,KTK,RCB,CH Gayle,RCB,9 wickets,KTK,bat,m chinnaswamy stadium,bangalore,8,5,2011,2011,no super over,no super over,no super over,50,simple matches,126,128.0,0,RCB,1
2011-05-08,KXP,PW,R Sharma,PW,5 wickets,KXP,bat,punjab cricket association stadium,chandigarh,8,5,2011,2011,no super over,no super over,no super over,51,simple matches,120,120.0,0,KXP,0
2011-05-09,CSK,RR,M Vijay,CSK,63 runs,RR,field,sawai mansingh stadium,jaipur,9,5,2011,2011,no super over,no super over,no super over,52,simple matches,197,133.0,0,RR,0
2011-05-10,DEC,PW,MR Marsh,PW,6 wickets,DEC,bat,rajiv gandhi international stadium,hyderabad,10,5,2011,2011,no super over,no super over,no super over,53,simple matches,137,137.0,0,SRH,0
2011-05-10,KXP,MI,BA Bhatt,KXP,76 runs,MI,field,punjab cricket association stadium,chandigarh,10,5,2011,2011,no super over,no super over,no super over,54,simple matches,164,87.0,0,KXP,1
2011-05-11,RR,RCB,S Aravind,RCB,9 wickets,RCB,field,sawai mansingh stadium,jaipur,11,5,2011,2011,no super over,no super over,no super over,55,simple matches,147,151.0,0,RR,0
2011-05-12,CSK,DC,MS Dhoni,CSK,18 runs,CSK,bat,ma chidambaram stadium,chennai,12,5,2011,2011,no super over,no super over,no super over,56,simple matches,177,158.0,0,CSK,1
2011-05-13,KTK,KXP,KD Karthik,KXP,6 wickets,KXP,field,holkar cricket stadium,indore,13,5,2011,2011,no super over,no super over,no super over,57,simple matches,179,181.0,0,no super over,0
2011-05-14,KKR,RCB,CH Gayle,RCB,4 wickets,RCB,field,m chinnaswamy stadium,bangalore,14,5,2011,2011,no super over,no super over,D/L,58,simple matches,90,105.0,0,RCB,1
2011-05-14,DEC,MI,A Mishra,DEC,10 runs,DEC,bat,wankhede stadium,mumbai,14,5,2011,2011,no super over,no super over,no super over,59,simple matches,136,125.0,0,MI,0
2011-05-15,KXP,DC,PP Chawla,KXP,29 runs,DC,field,himachal pradesh cricket association stadium,dharamsala,15,5,2011,2011,no super over,no super over,no super over,60,simple matches,171,141.0,0,no super over,0
2011-05-15,RR,KTK,BJ Hodge,KTK,8 wickets,KTK,field,holkar cricket stadium,indore,15,5,2011,2011,no super over,no super over,no super over,61,simple matches,98,98.0,0,no super over,0
2011-05-16,PW,DEC,A Mishra,DEC,6 wickets,DEC,field,dr dy patil sports academy,mumbai,16,5,2011,2011,no super over,no super over,no super over,62,simple matches,137,138.0,0,no super over,0
2011-05-17,KXP,RCB,AC Gilchrist,KXP,111 runs,KXP,bat,himachal pradesh cricket association stadium,dharamsala,17,5,2011,2011,no super over,no super over,no super over,63,simple matches,233,121.0,0,no super over,0
2011-05-18,CSK,KTK,WP Saha,CSK,11 runs,CSK,bat,ma chidambaram stadium,chennai,18,5,2011,2011,no super over,no super over,no super over,64,simple matches,153,141.0,0,CSK,1
2011-05-19,PW,KKR,YK Pathan,KKR,7 wickets,KKR,field,dr dy patil sports academy,mumbai,19,5,2011,2011,no super over,no super over,no super over,65,simple matches,119,119.0,0,no super over,0
2011-05-20,MI,RR,SR Watson,RR,10 wickets,MI,bat,wankhede stadium,mumbai,20,5,2011,2011,no super over,no super over,no super over,66,simple matches,134,134.0,0,MI,0
2011-05-21,DEC,KXP,S Dhawan,DEC,82 runs,KXP,field,himachal pradesh cricket association stadium,dharamsala,21,5,2011,2011,no super over,no super over,no super over,67,simple matches,199,116.0,0,no super over,0
2011-05-22,CSK,RCB,CH Gayle,RCB,8 wickets,RCB,field,m chinnaswamy stadium,bangalore,22,5,2011,2011,no super over,no super over,no super over,69,simple matches,129,129.0,0,RCB,1
2011-05-22,KKR,MI,JEC Franklin,MI,5 wickets,MI,field,eden gardens,kolkata,22,5,2011,2011,no super over,no super over,no super over,70,simple matches,176,178.0,0,KKR,0
2011-05-24,RCB,CSK,SK Raina,CSK,6 wickets,CSK,field,wankhede stadium,mumbai,24,5,2011,2011,no super over,no super over,no super over,Unknown,Qualifier 1,176,177.0,0,MI,0
2011-05-25,KKR,MI,MM Patel,MI,4 wickets,MI,field,wankhede stadium,mumbai,25,5,2011,2011,no super over,no super over,no super over,Unknown,Elimination Final,148,148.0,0,MI,1
2011-05-27,RCB,MI,CH Gayle,RCB,43 runs,MI,field,ma chidambaram stadium,chennai,27,5,2011,2011,no super over,no super over,no super over,Unknown,Qualifier 2,186,142.0,0,CSK,0
2011-05-28,CSK,RCB,M Vijay,CSK,58 runs,CSK,bat,ma chidambaram stadium,chennai,28,5,2011,2011,no super over,no super over,no super over,Unknown,Final,206,147.0,0,CSK,1
2012-04-04,CSK,MI,RE Levi,MI,8 wickets,MI,field,ma chidambaram stadium,chennai,4,4,2012,2012,no super over,no super over,no super over,1,simple matches,113,115.0,0,CSK,0
2012-04-05,KKR,DC,IK Pathan,DC,8 wickets,DC,field,eden gardens,kolkata,5,4,2012,2012,no super over,no super over,no super over,2,simple matches,98,100.0,0,KKR,0
2012-04-06,PW,MI,SPD Smith,PW,28 runs,MI,field,wankhede stadium,mumbai,6,4,2012,2012,no super over,no super over,no super over,3,simple matches,130,101.0,0,MI,0
2012-04-06,RR,KXP,AM Rahane,RR,31 runs,KXP,field,sawai mansingh stadium,jaipur,6,4,2012,2012,no super over,no super over,no super over,4,simple matches,192,160.0,0,RR,1
2012-04-07,RCB,DC,AB de Villiers,RCB,20 runs,DC,field,m chinnaswamy stadium,bangalore,7,4,2012,2012,no super over,no super over,no super over,5,simple matches,158,137.0,0,RCB,1
2012-04-07,CSK,DEC,RA Jadeja,CSK,74 runs,DEC,field,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,visakhapatnam,7,4,2012,2012,no super over,no super over,no super over,6,simple matches,194,119.0,0,no super over,0
2012-04-08,RR,KKR,BJ Hodge,RR,22 runs,KKR,field,sawai mansingh stadium,jaipur,8,4,2012,2012,no super over,no super over,no super over,7,simple matches,165,142.0,0,RR,1
2012-04-08,PW,KXP,MN Samuels,PW,22 runs,PW,bat,maharashtra cricket association stadium,pune,8,4,2012,2012,no super over,no super over,no super over,8,simple matches,167,144.0,0,no super over,0
